# graph: 2359 edges, 297 vertices
# 2core: 2344 depth: 1 edges, 297 vertices
IT:        0/10000 | DEC:     0/30 | ERR:        1e+20/1e-05 | ON:   285 | S:    25 | ON2:   285 | BAD:   200 | COST:           25 | EN:       -282.5   
IT:      320/10000 | DEC:     0/30 | ERR:      15.1883/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    18 | COST:          128 | EN:       -272.2   
IT:      321/10000 | DEC:     0/30 | ERR:      15.2299/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    22 | COST:          124 | EN:       -272.6   
IT:      322/10000 | DEC:     0/30 | ERR:      14.9086/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    17 | COST:          128 | EN:       -272.2   
IT:      323/10000 | DEC:     0/30 | ERR:      15.1015/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     7 | COST:          130 | EN:         -272   
IT:      324/10000 | DEC:     0/30 | ERR:      15.5705/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    16 | COST:          127 | EN:       -272.3   
IT:      325/10000 | DEC:     0/30 | ERR:      15.4315/1e-05 | ON:   285 | S:   122 | ON2:   285 | BAD:    23 | COST:          122 | EN:       -272.8   
IT:      326/10000 | DEC:     0/30 | ERR:      15.3895/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    19 | COST:          126 | EN:       -272.4   
IT:      327/10000 | DEC:     0/30 | ERR:      15.4237/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    15 | COST:          130 | EN:         -272   
IT:      328/10000 | DEC:     0/30 | ERR:      15.4574/1e-05 | ON:   285 | S:   132 | ON2:   285 | BAD:    11 | COST:          132 | EN:       -271.8   
IT:      329/10000 | DEC:     0/30 | ERR:       15.751/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    16 | COST:          127 | EN:       -272.3   
IT:      330/10000 | DEC:     0/30 | ERR:      15.9348/1e-05 | ON:   285 | S:   118 | ON2:   285 | BAD:    43 | COST:          118 | EN:       -273.2   
IT:      331/10000 | DEC:     0/30 | ERR:      16.1034/1e-05 | ON:   285 | S:   119 | ON2:   285 | BAD:    38 | COST:          119 | EN:       -273.1   
IT:      332/10000 | DEC:     0/30 | ERR:      15.8156/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    31 | COST:          124 | EN:       -272.6   
IT:      333/10000 | DEC:     0/30 | ERR:      15.6159/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    29 | COST:          125 | EN:       -272.5   
IT:      334/10000 | DEC:     0/30 | ERR:       15.241/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    12 | COST:          130 | EN:         -272   
IT:      335/10000 | DEC:     0/30 | ERR:      15.2222/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    16 | COST:          128 | EN:       -272.2   
IT:      336/10000 | DEC:     0/30 | ERR:      15.2757/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    26 | COST:          126 | EN:       -272.4   
IT:      337/10000 | DEC:     0/30 | ERR:      15.4617/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    25 | COST:          126 | EN:       -272.4   
IT:      338/10000 | DEC:     0/30 | ERR:      15.5335/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    24 | COST:          123 | EN:       -272.7   
IT:      339/10000 | DEC:     0/30 | ERR:      15.3746/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    18 | COST:          128 | EN:       -272.2   
IT:      340/10000 | DEC:     0/30 | ERR:      15.5843/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    18 | COST:          127 | EN:       -272.3   
IT:      341/10000 | DEC:     0/30 | ERR:      15.6885/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    19 | COST:          125 | EN:       -272.5   
IT:      342/10000 | DEC:     0/30 | ERR:       15.478/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    17 | COST:          128 | EN:       -272.2   
IT:      343/10000 | DEC:     0/30 | ERR:        15.51/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    15 | COST:          129 | EN:       -272.1   
IT:      344/10000 | DEC:     0/30 | ERR:      15.5452/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    20 | COST:          128 | EN:       -272.2   
IT:      345/10000 | DEC:     0/30 | ERR:      15.7032/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    28 | COST:          124 | EN:       -272.6   
IT:      346/10000 | DEC:     0/30 | ERR:      15.3461/1e-05 | ON:   285 | S:   122 | ON2:   285 | BAD:    30 | COST:          122 | EN:       -272.8   
IT:      347/10000 | DEC:     0/30 | ERR:      14.7519/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    17 | COST:          128 | EN:       -272.2   
IT:      348/10000 | DEC:     0/30 | ERR:      14.5671/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    22 | COST:          127 | EN:       -272.3   
IT:      349/10000 | DEC:     0/30 | ERR:       14.802/1e-05 | ON:   285 | S:   121 | ON2:   285 | BAD:    32 | COST:          121 | EN:       -272.9   
IT:      350/10000 | DEC:     0/30 | ERR:      15.3379/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    18 | COST:          127 | EN:       -272.3   
IT:      351/10000 | DEC:     0/30 | ERR:      15.6589/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    17 | COST:          127 | EN:       -272.3   
IT:      352/10000 | DEC:     0/30 | ERR:       15.783/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    14 | COST:          128 | EN:       -272.2   
IT:      353/10000 | DEC:     0/30 | ERR:      15.8941/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    24 | COST:          124 | EN:       -272.6   
IT:      354/10000 | DEC:     0/30 | ERR:      16.1077/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    25 | COST:          124 | EN:       -272.6   
IT:      355/10000 | DEC:     0/30 | ERR:      16.1274/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    29 | COST:          124 | EN:       -272.6   
IT:      356/10000 | DEC:     0/30 | ERR:      16.1169/1e-05 | ON:   285 | S:   120 | ON2:   285 | BAD:    32 | COST:          120 | EN:         -273   
IT:      357/10000 | DEC:     0/30 | ERR:      15.4927/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:    14 | COST:          131 | EN:       -271.9   
IT:      358/10000 | DEC:     0/30 | ERR:       15.305/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    15 | COST:          129 | EN:       -272.1   
IT:      359/10000 | DEC:     0/30 | ERR:      15.2767/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    29 | COST:          124 | EN:       -272.6   
IT:      360/10000 | DEC:     0/30 | ERR:        15.63/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    22 | COST:          125 | EN:       -272.5   
IT:      361/10000 | DEC:     0/30 | ERR:        15.78/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    15 | COST:          129 | EN:       -272.1   
IT:      362/10000 | DEC:     0/30 | ERR:      15.8424/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    23 | COST:          124 | EN:       -272.6   
IT:      363/10000 | DEC:     0/30 | ERR:      15.8447/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    28 | COST:          124 | EN:       -272.6   
IT:      364/10000 | DEC:     0/30 | ERR:      15.7529/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    25 | COST:          129 | EN:       -272.1   
IT:      365/10000 | DEC:     0/30 | ERR:      15.8452/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    19 | COST:          126 | EN:       -272.4   
IT:      366/10000 | DEC:     0/30 | ERR:      16.2294/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    18 | COST:          127 | EN:       -272.3   
IT:      367/10000 | DEC:     0/30 | ERR:      16.2562/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    22 | COST:          125 | EN:       -272.5   
IT:      368/10000 | DEC:     0/30 | ERR:      16.2341/1e-05 | ON:   285 | S:   122 | ON2:   285 | BAD:    27 | COST:          122 | EN:       -272.8   
IT:      369/10000 | DEC:     0/30 | ERR:      16.1635/1e-05 | ON:   285 | S:   122 | ON2:   285 | BAD:    29 | COST:          122 | EN:       -272.8   
IT:      370/10000 | DEC:     0/30 | ERR:      15.9888/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    14 | COST:          129 | EN:       -272.1   
IT:      371/10000 | DEC:     0/30 | ERR:      15.8996/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    20 | COST:          126 | EN:       -272.4   
IT:      372/10000 | DEC:     0/30 | ERR:      16.3371/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    13 | COST:          128 | EN:       -272.2   
IT:      373/10000 | DEC:     0/30 | ERR:      16.3299/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    12 | COST:          128 | EN:       -272.2   
IT:      374/10000 | DEC:     0/30 | ERR:      16.6374/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    22 | COST:          127 | EN:       -272.3   
IT:      375/10000 | DEC:     0/30 | ERR:      16.9817/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    23 | COST:          128 | EN:       -272.2   
IT:      376/10000 | DEC:     0/30 | ERR:      17.2663/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    20 | COST:          129 | EN:       -272.1   
IT:      377/10000 | DEC:     0/30 | ERR:      17.1027/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    30 | COST:          127 | EN:       -272.3   
IT:      378/10000 | DEC:     0/30 | ERR:      16.8766/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    24 | COST:          126 | EN:       -272.4   
IT:      379/10000 | DEC:     0/30 | ERR:      16.2356/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    23 | COST:          125 | EN:       -272.5   
IT:      380/10000 | DEC:     0/30 | ERR:       15.832/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    25 | COST:          126 | EN:       -272.4   
IT:      381/10000 | DEC:     0/30 | ERR:      15.9226/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    24 | COST:          126 | EN:       -272.4   
IT:      382/10000 | DEC:     0/30 | ERR:      16.4301/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    23 | COST:          126 | EN:       -272.4   
IT:      383/10000 | DEC:     0/30 | ERR:      16.9055/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    18 | COST:          129 | EN:       -272.1   
IT:      384/10000 | DEC:     0/30 | ERR:      17.1381/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    18 | COST:          126 | EN:       -272.4   
IT:      385/10000 | DEC:     0/30 | ERR:      17.4484/1e-05 | ON:   285 | S:   122 | ON2:   285 | BAD:    27 | COST:          122 | EN:       -272.8   
IT:      386/10000 | DEC:     0/30 | ERR:      17.5584/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    19 | COST:          129 | EN:       -272.1   
IT:      387/10000 | DEC:     0/30 | ERR:       17.406/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    17 | COST:          127 | EN:       -272.3   
IT:      388/10000 | DEC:     0/30 | ERR:      17.0972/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    24 | COST:          125 | EN:       -272.5   
IT:      389/10000 | DEC:     0/30 | ERR:       17.169/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    22 | COST:          126 | EN:       -272.4   
IT:      390/10000 | DEC:     0/30 | ERR:       17.411/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    21 | COST:          126 | EN:       -272.4   
IT:      391/10000 | DEC:     0/30 | ERR:      17.6361/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    23 | COST:          124 | EN:       -272.6   
IT:      392/10000 | DEC:     0/30 | ERR:      17.5138/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    22 | COST:          123 | EN:       -272.7   
IT:      393/10000 | DEC:     0/30 | ERR:      17.7708/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    29 | COST:          123 | EN:       -272.7   
IT:      394/10000 | DEC:     0/30 | ERR:      17.9651/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    12 | COST:          130 | EN:         -272   
IT:      395/10000 | DEC:     0/30 | ERR:      18.7276/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    15 | COST:          128 | EN:       -272.2   
IT:      396/10000 | DEC:     0/30 | ERR:      19.2358/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    21 | COST:          125 | EN:       -272.5   
IT:      397/10000 | DEC:     0/30 | ERR:      19.2629/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    20 | COST:          127 | EN:       -272.3   
IT:      398/10000 | DEC:     0/30 | ERR:      19.2033/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    15 | COST:          128 | EN:       -272.2   
IT:      399/10000 | DEC:     0/30 | ERR:      19.4115/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    13 | COST:          128 | EN:       -272.2   
IT:      400/10000 | DEC:     0/30 | ERR:      19.6114/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    20 | COST:          125 | EN:       -272.5   
IT:      401/10000 | DEC:     0/30 | ERR:      19.7589/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    19 | COST:          125 | EN:       -272.5   
IT:      402/10000 | DEC:     0/30 | ERR:      19.8346/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    17 | COST:          128 | EN:       -272.2   
IT:      403/10000 | DEC:     0/30 | ERR:      19.9214/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    19 | COST:          126 | EN:       -272.4   
IT:      404/10000 | DEC:     0/30 | ERR:      19.9816/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    18 | COST:          124 | EN:       -272.6   
IT:      405/10000 | DEC:     0/30 | ERR:       19.865/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    26 | COST:          123 | EN:       -272.7   
IT:      406/10000 | DEC:     0/30 | ERR:      19.8222/1e-05 | ON:   285 | S:   121 | ON2:   285 | BAD:    32 | COST:          121 | EN:       -272.9   
IT:      407/10000 | DEC:     0/30 | ERR:      19.7214/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    18 | COST:          128 | EN:       -272.2   
IT:      408/10000 | DEC:     0/30 | ERR:      19.9033/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    23 | COST:          126 | EN:       -272.4   
IT:      409/10000 | DEC:     0/30 | ERR:      19.9902/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    20 | COST:          126 | EN:       -272.4   
IT:      410/10000 | DEC:     0/30 | ERR:      20.0378/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    12 | COST:          130 | EN:         -272   
IT:      411/10000 | DEC:     0/30 | ERR:      20.0792/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    15 | COST:          130 | EN:         -272   
IT:      412/10000 | DEC:     0/30 | ERR:      20.5175/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    14 | COST:          128 | EN:       -272.2   
IT:      413/10000 | DEC:     0/30 | ERR:      20.6834/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    19 | COST:          125 | EN:       -272.5   
IT:      414/10000 | DEC:     0/30 | ERR:      20.5617/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    21 | COST:          125 | EN:       -272.5   
IT:      415/10000 | DEC:     0/30 | ERR:      20.3234/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    26 | COST:          124 | EN:       -272.6   
IT:      416/10000 | DEC:     0/30 | ERR:      19.9166/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    13 | COST:          129 | EN:       -272.1   
IT:      417/10000 | DEC:     0/30 | ERR:      19.7481/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    20 | COST:          126 | EN:       -272.4   
IT:      418/10000 | DEC:     0/30 | ERR:      19.7143/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    21 | COST:          125 | EN:       -272.5   
IT:      419/10000 | DEC:     0/30 | ERR:      20.1447/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    13 | COST:          128 | EN:       -272.2   
IT:      420/10000 | DEC:     0/30 | ERR:      20.5999/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    11 | COST:          128 | EN:       -272.2   
IT:      421/10000 | DEC:     0/30 | ERR:      20.9742/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:     8 | COST:          131 | EN:       -271.9   
IT:      422/10000 | DEC:     0/30 | ERR:       21.276/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    18 | COST:          126 | EN:       -272.4   
IT:      423/10000 | DEC:     0/30 | ERR:      21.4122/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    17 | COST:          128 | EN:       -272.2   
IT:      424/10000 | DEC:     0/30 | ERR:       21.566/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    15 | COST:          126 | EN:       -272.4   
IT:      425/10000 | DEC:     0/30 | ERR:      21.7715/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    14 | COST:          126 | EN:       -272.4   
IT:      426/10000 | DEC:     0/30 | ERR:      21.9051/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    17 | COST:          126 | EN:       -272.4   
IT:      427/10000 | DEC:     0/30 | ERR:      22.0146/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    20 | COST:          125 | EN:       -272.5   
IT:      428/10000 | DEC:     0/30 | ERR:      21.9732/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    16 | COST:          127 | EN:       -272.3   
IT:      429/10000 | DEC:     0/30 | ERR:      21.6306/1e-05 | ON:   285 | S:   133 | ON2:   285 | BAD:     5 | COST:          133 | EN:       -271.7   
IT:      430/10000 | DEC:     0/30 | ERR:      21.5403/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    13 | COST:          128 | EN:       -272.2   
IT:      431/10000 | DEC:     0/30 | ERR:      21.6085/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    17 | COST:          127 | EN:       -272.3   
IT:      432/10000 | DEC:     0/30 | ERR:      21.7463/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    14 | COST:          127 | EN:       -272.3   
IT:      433/10000 | DEC:     0/30 | ERR:      21.9456/1e-05 | ON:   285 | S:   122 | ON2:   285 | BAD:    23 | COST:          122 | EN:       -272.8   
IT:      434/10000 | DEC:     0/30 | ERR:      22.0032/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    11 | COST:          127 | EN:       -272.3   
IT:      435/10000 | DEC:     0/30 | ERR:      22.0649/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    11 | COST:          128 | EN:       -272.2   
IT:      436/10000 | DEC:     0/30 | ERR:      22.4578/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    15 | COST:          126 | EN:       -272.4   
IT:      437/10000 | DEC:     0/30 | ERR:      22.8341/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    15 | COST:          125 | EN:       -272.5   
IT:      438/10000 | DEC:     0/30 | ERR:      22.9109/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     9 | COST:          129 | EN:       -272.1   
IT:      439/10000 | DEC:     0/30 | ERR:      22.9294/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    17 | COST:          126 | EN:       -272.4   
IT:      440/10000 | DEC:     0/30 | ERR:      22.8844/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    16 | COST:          125 | EN:       -272.5   
IT:      441/10000 | DEC:     0/30 | ERR:      22.8182/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     8 | COST:          129 | EN:       -272.1   
IT:      442/10000 | DEC:     0/30 | ERR:      22.8174/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    21 | COST:          125 | EN:       -272.5   
IT:      443/10000 | DEC:     0/30 | ERR:      22.8326/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    22 | COST:          126 | EN:       -272.4   
IT:      444/10000 | DEC:     0/30 | ERR:      22.8675/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    21 | COST:          126 | EN:       -272.4   
IT:      445/10000 | DEC:     0/30 | ERR:      22.8713/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    13 | COST:          128 | EN:       -272.2   
IT:      446/10000 | DEC:     0/30 | ERR:      22.9864/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    16 | COST:          123 | EN:       -272.7   
IT:      447/10000 | DEC:     0/30 | ERR:      22.9663/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    15 | COST:          128 | EN:       -272.2   
IT:      448/10000 | DEC:     0/30 | ERR:       23.074/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    11 | COST:          128 | EN:       -272.2   
IT:      449/10000 | DEC:     0/30 | ERR:      23.4919/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    16 | COST:          128 | EN:       -272.2   
IT:      450/10000 | DEC:     0/30 | ERR:      23.6918/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    23 | COST:          124 | EN:       -272.6   
IT:      451/10000 | DEC:     0/30 | ERR:      23.7723/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    24 | COST:          123 | EN:       -272.7   
IT:      452/10000 | DEC:     0/30 | ERR:      23.6457/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    24 | COST:          123 | EN:       -272.7   
IT:      453/10000 | DEC:     0/30 | ERR:      23.5866/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    15 | COST:          127 | EN:       -272.3   
IT:      454/10000 | DEC:     0/30 | ERR:      23.6533/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:    16 | COST:          130 | EN:         -272   
IT:      455/10000 | DEC:     0/30 | ERR:      23.7523/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    15 | COST:          127 | EN:       -272.3   
IT:      456/10000 | DEC:     0/30 | ERR:      24.0427/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    16 | COST:          128 | EN:       -272.2   
IT:      457/10000 | DEC:     0/30 | ERR:      24.2136/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    10 | COST:          128 | EN:       -272.2   
IT:      458/10000 | DEC:     0/30 | ERR:      24.3276/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    11 | COST:          129 | EN:       -272.1   
IT:      459/10000 | DEC:     0/30 | ERR:      24.4662/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    15 | COST:          128 | EN:       -272.2   
IT:      460/10000 | DEC:     0/30 | ERR:      24.5384/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    15 | COST:          127 | EN:       -272.3   
IT:      461/10000 | DEC:     0/30 | ERR:      24.5406/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    17 | COST:          127 | EN:       -272.3   
IT:      462/10000 | DEC:     0/30 | ERR:      24.4811/1e-05 | ON:   285 | S:   123 | ON2:   285 | BAD:    31 | COST:          123 | EN:       -272.7   
IT:      463/10000 | DEC:     0/30 | ERR:      24.1539/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    24 | COST:          124 | EN:       -272.6   
IT:      464/10000 | DEC:     0/30 | ERR:      23.9178/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    18 | COST:          129 | EN:       -272.1   
IT:      465/10000 | DEC:     0/30 | ERR:      24.4084/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    14 | COST:          127 | EN:       -272.3   
IT:      466/10000 | DEC:     0/30 | ERR:      24.8519/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    11 | COST:          128 | EN:       -272.2   
IT:      467/10000 | DEC:     0/30 | ERR:      24.9583/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    18 | COST:          125 | EN:       -272.5   
IT:      468/10000 | DEC:     0/30 | ERR:      24.8407/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    17 | COST:          127 | EN:       -272.3   
IT:      469/10000 | DEC:     0/30 | ERR:      24.7668/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:     7 | COST:          129 | EN:       -272.1   
IT:      470/10000 | DEC:     0/30 | ERR:      24.7052/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    18 | COST:          126 | EN:       -272.4   
IT:      471/10000 | DEC:     0/30 | ERR:      24.7998/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    17 | COST:          126 | EN:       -272.4   
IT:      472/10000 | DEC:     0/30 | ERR:      25.0337/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    17 | COST:          126 | EN:       -272.4   
IT:      473/10000 | DEC:     0/30 | ERR:      25.3668/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    20 | COST:          126 | EN:       -272.4   
IT:      474/10000 | DEC:     0/30 | ERR:      25.4124/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    17 | COST:          129 | EN:       -272.1   
IT:      475/10000 | DEC:     0/30 | ERR:       25.145/1e-05 | ON:   285 | S:   124 | ON2:   285 | BAD:    20 | COST:          124 | EN:       -272.6   
IT:      476/10000 | DEC:     0/30 | ERR:      25.2477/1e-05 | ON:   285 | S:   127 | ON2:   285 | BAD:    22 | COST:          127 | EN:       -272.3   
IT:      477/10000 | DEC:     0/30 | ERR:      25.3753/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    17 | COST:          126 | EN:       -272.4   
IT:      478/10000 | DEC:     0/30 | ERR:      25.5751/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    12 | COST:          128 | EN:       -272.2   
IT:      479/10000 | DEC:     0/30 | ERR:      26.0871/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    16 | COST:          128 | EN:       -272.2   
IT:      480/10000 | DEC:     0/30 | ERR:      26.3501/1e-05 | ON:   285 | S:   131 | ON2:   285 | BAD:    10 | COST:          131 | EN:       -271.9   
IT:      481/10000 | DEC:     0/30 | ERR:      26.3971/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     9 | COST:          130 | EN:         -272   
IT:      482/10000 | DEC:     0/30 | ERR:      26.6423/1e-05 | ON:   285 | S:   130 | ON2:   285 | BAD:     8 | COST:          130 | EN:         -272   
IT:      483/10000 | DEC:     0/30 | ERR:      26.7449/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    14 | COST:          128 | EN:       -272.2   
IT:      484/10000 | DEC:     0/30 | ERR:      26.7318/1e-05 | ON:   285 | S:   129 | ON2:   285 | BAD:    18 | COST:          129 | EN:       -272.1   
IT:      485/10000 | DEC:     0/30 | ERR:      26.4846/1e-05 | ON:   285 | S:   128 | ON2:   285 | BAD:    17 | COST:          128 | EN:       -272.2   
IT:      486/10000 | DEC:     0/30 | ERR:      26.5556/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    20 | COST:          126 | EN:       -272.4   
IT:      487/10000 | DEC:     0/30 | ERR:      26.6664/1e-05 | ON:   285 | S:   125 | ON2:   285 | BAD:    17 | COST:          125 | EN:       -272.5   
IT:      488/10000 | DEC:     0/30 | ERR:      26.8405/1e-05 | ON:   285 | S:   126 | ON2:   285 | BAD:    19 | COST:          126 | EN:       -272.4   
